Attrition_Flag,Customer_Age,Dependent_count,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Tenure_Months,Avg_Trans_per_Month,Credit_Utilization,Gender_M,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_Unknown,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver
0,56,1,6,3,3,6735.0,2289,4446.0,0.661,1249,28,0.75,0.34,50,24.98,0.18544914625092798,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0,63,1,4,1,2,6128.0,1895,4233.0,0.583,1700,42,0.355,0.309,53,32.075471698113205,0.2774151436031332,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
0,41,4,4,3,2,23124.0,1746,21378.0,0.807,1959,50,0.724,0.076,36,54.416666666666664,0.08471717695900363,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0,34,2,3,2,2,3436.0,1650,1786.0,0.788,1972,37,0.947,0.48,29,68.0,0.5739231664726426,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False
0,35,0,5,2,1,3176.0,1510,1666.0,0.885,2074,48,0.92,0.475,36,57.611111111111114,0.6530226700251889,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
0,44,4,5,3,3,8874.0,1590,7284.0,0.698,1849,56,0.647,0.179,34,54.38235294117647,0.20836150552174892,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0,38,3,5,1,0,3402.0,1813,1589.0,0.653,1767,28,0.647,0.533,34,51.970588235294116,0.5194003527336861,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,52,1,6,1,1,2689.0,2077,612.0,0.378,1356,33,0.435,0.772,43,31.53488372093023,0.5042766827817032,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0,54,3,3,3,2,1556.0,1278,278.0,0.46,1615,35,0.591,0.821,36,44.861111111111114,1.037917737789203,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
0,58,2,3,3,3,7372.0,1210,6162.0,0.946,1707,56,0.514,0.164,36,47.416666666666664,0.23155181768855126,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
0,26,0,6,1,2,5713.0,789,4924.0,0.678,3323,61,0.525,0.138,13,255.6153846153846,0.5816558725713286,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
0,27,1,4,1,3,2965.0,1635,1330.0,0.7,2553,59,0.553,0.551,22,116.04545454545455,0.8610455311973019,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
0,33,1,3,2,2,9819.0,1200,8619.0,0.602,2198,40,0.538,0.122,26,84.53846153846153,0.22385171606069865,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False
0,32,0,4,3,3,8186.0,0,8186.0,0.737,2411,67,0.426,0.0,14,172.21428571428572,0.29452724163205474,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
0,58,1,3,3,2,3846.0,1285,2561.0,0.608,1815,47,0.621,0.334,49,37.04081632653061,0.4719188767550702,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,45,4,5,2,2,13131.0,1965,11166.0,0.695,1795,37,0.48,0.15,30,59.833333333333336,0.13669941360140125,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0,48,3,4,2,1,2944.0,753,2191.0,0.707,3457,61,0.848,0.256,28,123.46428571428571,1.1742527173913044,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0,38,2,3,3,4,34516.0,1954,32562.0,0.436,1872,52,0.486,0.057,36,52.0,0.05423571676903465,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True
0,54,2,6,3,4,5660.0,2006,3654.0,0.779,1569,39,0.773,0.354,38,41.28947368421053,0.277208480565371,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0,40,1,5,1,1,7554.0,1848,5706.0,0.767,4150,64,0.524,0.245,30,138.33333333333334,0.5493778130791633,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
0,35,4,5,1,4,2494.0,1316,1178.0,1.486,2946,57,1.036,0.528,26,113.3076923076923,1.181234963913392,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
0,31,1,4,1,0,25215.0,1445,23770.0,1.033,2588,48,1.0,0.057,36,71.88888888888889,0.1026373190561174,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0,40,4,5,3,2,2606.0,1818,788.0,0.703,1999,50,1.174,0.698,24,83.29166666666667,0.7670759785111282,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
0,52,0,4,3,3,8133.0,1942,6191.0,0.572,3310,76,0.583,0.239,43,76.97674418604652,0.4069838927824911,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0,57,1,6,2,2,3101.0,1257,1844.0,0.416,1681,32,0.524,0.405,36,46.69444444444444,0.5420831989680748,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,48,2,6,2,3,24446.0,1854,22592.0,0.782,3897,75,0.786,0.076,29,134.3793103448276,0.15941258283563772,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,49,3,5,3,2,2361.0,1342,1019.0,0.6,4316,78,0.529,0.568,39,110.66666666666667,1.828038966539602,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0,40,4,6,4,2,2441.0,1656,785.0,0.762,3903,62,0.824,0.678,32,121.96875,1.5989348627611635,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
0,45,2,5,2,2,8532.0,2165,6367.0,0.707,3242,63,0.75,0.254,41,79.07317073170732,0.37998124706985464,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
0,41,3,5,3,3,16954.0,1588,15366.0,0.878,3411,60,0.875,0.094,37,92.1891891891892,0.2011914592426566,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False
0,36,2,4,3,1,2900.0,2029,871.0,0.846,2631,72,0.6,0.7,17,154.76470588235293,0.9072413793103449,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0,37,1,6,2,4,6827.0,0,6827.0,0.754,2621,49,0.815,0.0,36,72.80555555555556,0.38391680093745423,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0,44,3,5,2,5,4513.0,1950,2563.0,0.83,3164,62,0.59,0.432,34,93.05882352941177,0.7010857522712165,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,52,2,3,3,2,27347.0,719,26628.0,0.695,4040,77,0.674,0.026,47,85.95744680851064,0.14773101254250923,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0,42,3,4,3,1,1676.0,1372,304.0,0.522,4381,77,0.571,0.819,36,121.69444444444444,2.613961813842482,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,62,1,6,6,4,2802.0,1977,825.0,0.431,1757,33,0.833,0.706,50,35.14,0.6270521056388294,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1,49,3,3,0,4,23870.0,0,23870.0,0.604,1885,39,0.345,0.0,45,41.888888888888886,0.0789694176790951,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
0,30,0,3,2,1,4868.0,1090,3778.0,0.679,2907,69,0.816,0.224,17,171.0,0.5971651602300739,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0,50,3,5,3,5,20437.0,1020,19417.0,0.563,4166,66,0.737,0.05,45,92.57777777777778,0.20384596565053578,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
0,32,2,6,1,4,2239.0,1338,901.0,0.567,2466,60,0.579,0.598,26,94.84615384615384,1.1013845466726218,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,32,1,6,3,3,2428.0,1027,1401.0,0.824,3007,84,0.867,0.423,28,107.39285714285714,1.2384678747940692,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0,49,3,3,1,5,15027.0,0,15027.0,0.811,3533,59,0.788,0.0,44,80.29545454545455,0.23511013509017104,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
0,37,2,3,3,5,32056.0,1887,30169.0,0.831,2730,68,0.7,0.059,32,85.3125,0.08516346393810831,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,42,3,3,2,2,34516.0,919,33597.0,0.919,3415,79,0.756,0.027,31,110.16129032258064,0.09893962220419515,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0,36,2,3,3,5,5346.0,1539,3807.0,0.777,2283,51,0.889,0.288,29,78.72413793103448,0.4270482603815937,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
1,52,4,1,4,5,2143.0,0,2143.0,0.853,1353,36,0.333,0.0,36,37.583333333333336,0.6313579094727019,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
0,48,3,5,2,5,34516.0,2317,32199.0,0.699,3927,68,0.7,0.067,40,98.175,0.11377332251709352,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
0,29,1,3,1,2,23507.0,1990,21517.0,0.631,2650,65,0.912,0.085,19,139.47368421052633,0.11273237758965414,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False
0,33,3,5,2,3,1864.0,1081,783.0,1.416,2607,44,1.75,0.58,28,93.10714285714286,1.3986051502145922,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False
0,36,2,5,2,5,23032.0,840,22192.0,0.739,2787,73,0.698,0.036,24,116.125,0.12100555748523793,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
0,36,4,4,1,3,4277.0,1578,2699.0,0.84,1855,49,1.042,0.369,36,51.52777777777778,0.4337152209492635,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,56,2,5,3,2,2771.0,1446,1325.0,0.686,1706,27,0.227,0.522,41,41.609756097560975,0.615662215806568,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
0,28,1,5,3,4,2265.0,1935,330.0,0.653,2306,61,0.525,0.854,36,64.05555555555556,1.018101545253863,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,31,2,6,2,0,2853.0,1961,892.0,0.866,2697,68,0.789,0.687,19,141.94736842105263,0.9453207150368034,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
0,44,3,5,3,5,3075.0,2517,558.0,0.922,3534,53,0.71,0.819,33,107.0909090909091,1.1492682926829267,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
0,51,3,5,1,5,15340.0,2331,13009.0,0.565,2965,51,0.594,0.152,31,95.64516129032258,0.19328552803129073,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0,55,3,4,1,4,3065.0,0,3065.0,0.716,3524,69,0.605,0.0,35,100.68571428571428,1.1497553017944535,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
0,34,2,3,3,2,1438.3,0,1438.3,0.892,3044,91,0.896,0.0,28,108.71428571428571,2.1163874017937845,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0,61,0,4,3,5,7118.0,813,6305.0,0.475,3964,66,0.65,0.114,56,70.78571428571429,0.5568980050576005,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
0,37,2,4,2,2,11419.0,2517,8902.0,1.211,3000,70,1.059,0.22,36,83.33333333333333,0.26272002802346966,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
0,46,3,6,2,5,2403.0,0,2403.0,0.727,3393,64,0.882,0.0,37,91.70270270270271,1.4119850187265917,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
0,47,3,4,3,2,2821.0,951,1870.0,0.577,1452,38,1.923,0.337,32,45.375,0.5147110953562567,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
0,54,1,4,3,3,2706.0,2517,189.0,0.506,1682,39,0.625,0.93,43,39.116279069767444,0.6215816703621582,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
0,50,3,6,1,4,2999.0,1958,1041.0,0.611,2073,48,0.714,0.653,43,48.2093023255814,0.6912304101367123,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
0,36,4,5,1,2,2226.0,1607,619.0,0.656,2660,62,1.0,0.722,28,95.0,1.1949685534591195,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0,37,5,5,3,4,3351.0,1847,1504.0,0.67,1910,43,0.593,0.551,31,61.61290322580645,0.5699791107132199,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0,47,4,5,1,1,5570.0,1858,3712.0,0.783,4129,72,0.636,0.334,36,114.69444444444444,0.7412926391382406,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,54,3,3,3,2,10448.0,1569,8879.0,0.482,1604,39,0.444,0.15,41,39.1219512195122,0.15352220520673812,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False
0,64,0,6,2,2,2174.0,1397,777.0,0.62,1755,39,0.5,0.643,56,31.339285714285715,0.8072677092916284,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,48,3,3,3,3,31501.0,0,31501.0,0.698,3742,75,0.786,0.0,38,98.47368421052632,0.11878987968635916,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0,35,2,6,3,3,21695.0,1257,20438.0,0.793,2266,74,0.48,0.058,30,75.53333333333333,0.10444802949988477,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
0,49,2,3,1,1,34516.0,2435,32081.0,0.732,1805,34,0.619,0.071,36,50.138888888888886,0.052294588017151464,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False
0,42,5,6,3,2,13650.0,1253,12397.0,0.743,1703,53,0.71,0.092,35,48.65714285714286,0.12476190476190477,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False
0,49,0,5,3,4,16156.0,2517,13639.0,0.804,4160,81,0.653,0.156,36,115.55555555555556,0.25748947759346374,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0,53,2,6,2,4,2413.0,2015,398.0,0.47,1398,24,0.714,0.835,46,30.391304347826086,0.579361790302528,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,56,2,3,2,3,5920.0,1589,4331.0,0.512,1408,28,0.273,0.268,45,31.288888888888888,0.23783783783783785,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0,41,3,6,3,0,5841.0,2463,3378.0,1.047,3817,81,0.761,0.422,28,136.32142857142858,0.6534839924670434,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
0,37,3,3,1,5,8418.0,2051,6367.0,0.847,2879,63,0.703,0.244,36,79.97222222222223,0.3420052268947493,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
0,30,0,5,4,3,2490.0,1259,1231.0,1.079,2441,53,0.514,0.506,21,116.23809523809524,0.9803212851405623,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,45,3,3,3,2,20640.0,1603,19037.0,0.532,1792,53,0.395,0.078,35,51.2,0.08682170542635659,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
0,54,1,5,1,1,9453.0,2188,7265.0,0.572,1688,45,0.452,0.231,37,45.62162162162162,0.17856765048132867,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0,46,2,4,2,4,7949.0,1514,6435.0,0.857,3355,58,0.657,0.19,40,83.875,0.42206566863756445,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0,36,4,3,2,1,2758.0,2168,590.0,1.046,3073,86,0.792,0.786,36,85.36111111111111,1.114213197969543,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0,48,2,5,2,1,20148.0,1084,19064.0,0.79,3921,74,0.542,0.054,41,95.63414634146342,0.1946098868374032,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,59,0,3,1,2,1438.3,0,1438.3,0.691,1904,47,0.382,0.0,36,52.888888888888886,1.3237850239866509,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0,60,1,6,3,4,26566.0,2517,24049.0,0.985,3103,65,0.625,0.095,51,60.84313725490196,0.11680343295942182,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0,44,5,3,3,5,13477.0,2057,11420.0,0.684,3866,67,0.634,0.153,34,113.70588235294117,0.2868590932700156,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
0,65,0,5,3,2,9706.0,1968,7738.0,1.022,3435,58,0.706,0.203,42,81.78571428571429,0.3539048011539254,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,46,3,5,2,4,7457.0,0,7457.0,0.717,3162,64,0.73,0.0,41,77.1219512195122,0.4240311117071208,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
0,48,4,6,2,5,34516.0,807,33709.0,0.967,3937,80,1.051,0.023,40,98.425,0.11406304322632982,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
0,53,3,5,1,3,19081.0,2431,16650.0,0.37,1536,31,0.476,0.127,47,32.680851063829785,0.08049892563282847,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0,53,3,6,2,2,2447.0,1558,889.0,0.511,1716,38,0.462,0.637,36,47.666666666666664,0.7012668573763793,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
0,41,2,4,2,4,28830.0,0,28830.0,0.786,3533,57,0.966,0.0,36,98.13888888888889,0.12254595907041277,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0,37,4,5,1,3,2563.0,1638,925.0,0.681,2064,46,0.917,0.639,22,93.81818181818181,0.8053062817011315,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,29,0,6,3,5,5240.0,1608,3632.0,1.243,2712,64,0.778,0.307,13,208.6153846153846,0.517557251908397,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0,49,2,4,3,0,3397.0,1962,1435.0,0.483,3295,66,0.61,0.578,44,74.88636363636364,0.9699735060347365,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,47,3,4,3,2,1842.0,0,1842.0,0.726,4165,67,0.634,0.0,35,119.0,2.261129207383279,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0,53,1,4,2,4,2383.0,1938,445.0,0.597,1616,37,0.682,0.813,40,40.4,0.678136802349979,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
0,33,2,5,3,3,20791.0,0,20791.0,0.744,2883,93,0.755,0.0,21,137.28571428571428,0.13866576884228754,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,34,1,5,2,4,19900.0,1581,18319.0,0.838,3948,96,0.846,0.079,27,146.22222222222223,0.198391959798995,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
0,28,0,3,3,3,32024.0,1232,30792.0,1.04,2507,64,0.882,0.038,15,167.13333333333333,0.07828503622283288,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0,36,3,3,2,3,3701.0,969,2732.0,1.079,3222,86,0.623,0.262,28,115.07142857142857,0.8705755201296946,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
0,30,2,3,1,4,4199.0,1903,2296.0,1.059,3016,67,0.763,0.453,18,167.55555555555554,0.718266253869969,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0,34,3,4,1,3,4353.0,1655,2698.0,0.806,2664,81,0.884,0.38,21,126.85714285714286,0.6119917298414886,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
1,38,4,4,4,4,4913.0,2517,2396.0,0.348,899,28,0.273,0.512,36,24.97222222222222,0.18298392021168328,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
0,39,4,3,3,1,5454.0,1108,4346.0,1.021,2674,67,0.675,0.203,22,121.54545454545455,0.4902823615694903,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
0,32,0,3,3,2,2172.0,1381,791.0,1.145,2945,69,0.408,0.636,26,113.26923076923077,1.3558931860036831,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0,36,2,4,3,2,2845.0,2517,328.0,0.686,2396,51,0.5,0.885,26,92.15384615384616,0.8421792618629174,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
0,37,3,3,1,4,18570.0,1524,17046.0,1.385,3999,96,0.846,0.082,28,142.82142857142858,0.21534733441033926,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0,45,4,5,2,4,25907.0,745,25162.0,0.607,2058,56,0.806,0.029,33,62.36363636363637,0.07943798973250472,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True
0,38,3,5,3,2,2206.0,2018,188.0,0.648,1739,35,0.667,0.915,33,52.696969696969695,0.7883046237533998,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
0,31,0,3,1,4,12050.0,1732,10318.0,0.804,2015,46,0.704,0.144,24,83.95833333333333,0.16721991701244812,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
0,65,0,3,3,2,2107.0,1008,1099.0,0.953,3913,67,0.523,0.478,36,108.69444444444444,1.8571428571428572,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
0,63,0,6,3,4,2107.0,1351,756.0,0.521,1320,35,0.522,0.641,36,36.666666666666664,0.6264831514000949,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,65,1,3,2,5,3539.0,2517,1022.0,0.346,1463,31,0.632,0.711,56,26.125,0.41339361401525854,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,43,3,3,3,4,27175.0,775,26400.0,0.543,3814,72,0.8,0.029,36,105.94444444444444,0.14034958601655934,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0,51,1,6,2,2,17905.0,980,16925.0,0.731,4399,64,0.778,0.055,36,122.19444444444444,0.24568556269198547,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
0,37,3,3,1,3,4940.0,1199,3741.0,1.57,3246,57,0.9,0.243,31,104.70967741935483,0.6570850202429149,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0,55,1,5,4,2,3161.0,1389,1772.0,0.307,1547,30,0.429,0.439,43,35.97674418604651,0.48940208794685225,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0,27,0,4,3,3,2464.0,0,2464.0,0.502,2636,50,0.429,0.0,36,73.22222222222223,1.0698051948051948,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
0,34,0,5,1,3,3203.0,2229,974.0,1.146,2625,52,0.625,0.696,36,72.91666666666667,0.8195441773337496,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
0,32,1,3,5,4,1835.0,1017,818.0,0.82,2801,79,0.519,0.554,36,77.80555555555556,1.5264305177111717,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,49,5,3,2,2,1993.0,0,1993.0,0.539,4075,76,0.689,0.0,39,104.48717948717949,2.044656297039639,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
0,39,2,3,3,2,34516.0,1629,32887.0,1.078,3448,53,1.038,0.047,27,127.70370370370371,0.09989570054467493,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False
0,27,0,5,2,2,7130.0,873,6257.0,0.53,2498,37,0.321,0.122,22,113.54545454545455,0.35035063113604487,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
0,30,1,5,3,4,12539.0,910,11629.0,0.856,2643,72,0.674,0.073,22,120.13636363636364,0.21078235903979584,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0,39,4,6,2,3,8208.0,0,8208.0,1.568,3135,39,1.167,0.0,25,125.4,0.3819444444444444,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0,42,2,4,2,2,26222.0,1073,25149.0,1.288,1988,30,0.579,0.041,32,62.125,0.07581420181526963,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0,55,4,4,2,3,34173.0,1194,32979.0,1.056,3731,69,0.816,0.035,36,103.63888888888889,0.10917976180025166,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,57,2,5,1,2,3377.0,1720,1657.0,0.491,1621,32,0.391,0.509,49,33.08163265306123,0.4800118448326917,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
0,53,2,6,3,2,5882.0,2335,3547.0,0.579,1380,30,0.667,0.397,43,32.093023255813954,0.23461407684461066,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0,51,0,4,3,2,7158.0,0,7158.0,0.904,2113,60,0.875,0.0,40,52.825,0.29519418832076,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0,47,3,6,1,4,5833.0,1747,4086.0,0.551,3732,75,0.531,0.3,41,91.02439024390245,0.6398079890279444,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,26,0,6,3,4,4152.0,0,4152.0,0.804,2351,42,0.312,0.0,36,65.30555555555556,0.566233140655106,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
0,37,2,6,2,3,11699.0,1758,9941.0,0.869,2007,46,1.0,0.15,24,83.625,0.17155312419864946,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
0,45,2,6,3,2,4505.0,1562,2943.0,0.604,3968,68,0.619,0.347,35,113.37142857142857,0.8807991120976693,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
0,55,2,6,3,2,7667.0,1193,6474.0,1.101,3915,76,0.617,0.156,48,81.5625,0.5106299726098865,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
0,37,4,3,3,4,34516.0,0,34516.0,0.572,2574,62,0.771,0.0,28,91.92857142857143,0.07457411055742265,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,36,3,3,2,3,2937.0,2159,778.0,0.67,2511,51,0.7,0.735,31,81.0,0.8549540347293156,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0,36,1,5,3,4,5257.0,1572,3685.0,0.732,2822,73,0.659,0.299,36,78.38888888888889,0.5368080654365608,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0,39,2,6,3,3,10331.0,957,9374.0,0.699,3695,81,0.653,0.093,28,131.96428571428572,0.35766140741457747,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
